T,H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,Z
2.910000e+02,1.000000e-60,1.000000e-60,1.000000e-60,2.328821e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,7.671179e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,0.000000e+00
4.163615e+02,1.528953e-08,9.486219e-14,6.500471e-09,2.220649e-01,2.666020e-07,5.750974e-03,8.408932e-09,2.217658e-07,1.637323e-35,1.975179e-37,6.302533e-34,5.133467e-35,9.691539e-28,6.531840e-25,4.090599e-06,7.018381e-03,1.594060e-20,3.125786e-20,6.913725e-32,4.512815e-29,2.595532e-25,1.000000e-60,4.916497e-27,5.291672e-39,2.537851e-34,1.000000e-60,1.000000e-60,4.876627e-33,3.687626e-27,2.895245e-25,2.087337e-21,8.248943e-19,4.935457e-16,4.298043e-15,1.147102e-20,1.138766e-05,2.140616e-06,6.245916e-08,3.878202e-12,3.625644e-28,2.005945e-15,2.480300e-21,1.000000e-60,3.033979e-17,8.108321e-16,4.676764e-14,4.886225e-19,7.651476e-01,1.000000e-60,1.000000e-60,1.000000e-60,5.165996e-35,3.176027e-35,1.637835e-02
5.351341e+02,3.025672e-08,1.418944e-12,2.871572e-08,2.115253e-01,7.222179e-07,1.135421e-02,3.529879e-08,3.761797e-07,7.960463e-36,5.128577e-35,1.319217e-32,1.052069e-33,4.874695e-27,1.293077e-24,8.120034e-06,1.385649e-02,4.290630e-19,9.551580e-20,6.505062e-31,2.965932e-28,5.388991e-25,8.806555e-32,9.730976e-27,2.358159e-37,5.039297e-34,1.000000e-60,1.000000e-60,4.022227e-32,7.649950e-27,5.716177e-25,2.390594e-20,1.362278e-17,1.010445e-15,8.635526e-15,1.077132e-18,2.258673e-05,4.067133e-06,1.233146e-07,8.589860e-12,8.880518e-26,3.960391e-15,3.918848e-21,2.500512e-35,5.990059e-17,1.600845e-15,9.236209e-14,6.106434e-18,7.632279e-01,1.000000e-60,1.000000e-60,1.000000e-60,9.733795e-34,8.600144e-35,3.233617e-02
6.451465e+02,4.488717e-08,9.249876e-12,8.152182e-08,2.014447e-01,1.420909e-06,1.671331e-02,9.741491e-08,4.878562e-07,6.864328e-32,1.000000e-60,5.050202e-31,6.420138e-33,1.345134e-26,1.919798e-24,1.204863e-05,2.039671e-02,3.807664e-18,2.324825e-19,8.545068e-30,9.186608e-28,8.463553e-25,3.469262e-32,1.427362e-26,2.818402e-36,7.517433e-34,1.000000e-60,1.000000e-60,1.666296e-31,1.224137e-26,8.414447e-25,1.062256e-19,7.236975e-17,1.497966e-15,1.313171e-14,2.048418e-17,3.344762e-05,5.680564e-06,1.815200e-07,1.355681e-11,2.511555e-24,5.829808e-15,2.440887e-21,1.000000e-60,8.817454e-17,2.356461e-15,1.361001e-13,3.331436e-17,7.613918e-01,1.000000e-60,1.000000e-60,1.000000e-60,6.775800e-33,1.753943e-34,4.759910e-02
7.468845e+02,5.973755e-08,4.126864e-11,1.864375e-07,1.918009e-01,2.501986e-06,2.183993e-02,2.151854e-07,5.702998e-07,1.000000e-60,3.543784e-34,9.813642e-30,3.025254e-31,3.198519e-26,2.557965e-24,1.591891e-05,2.665330e-02,2.096556e-17,5.249776e-19,5.627910e-29,1.983358e-27,1.214379e-24,2.065268e-31,1.871033e-26,1.555371e-35,1.008845e-33,1.000000e-60,1.000000e-60,5.329042e-31,1.800903e-26,1.099648e-24,4.058224e-19,2.559474e-16,1.923738e-15,1.800689e-14,1.825921e-16,4.404095e-05,6.912606e-06,2.372023e-07,2.157320e-11,2.617999e-23,7.618715e-15,9.868582e-22,1.016094e-34,1.152252e-16,3.079358e-15,1.782954e-13,1.163812e-16,7.596353e-01,1.000000e-60,1.000000e-60,1.000000e-60,2.998900e-32,3.194665e-34,6.220053e-02
8.423192e+02,7.603891e-08,1.479551e-10,3.773058e-07,1.824441e-01,4.269000e-06,2.681342e-02,4.046649e-07,6.264175e-07,5.016500e-34,5.454436e-33,1.608167e-28,9.881588e-31,6.865652e-26,3.261559e-24,1.983949e-05,3.272326e-02,8.882207e-17,1.143047e-18,4.316603e-28,3.702574e-27,1.712481e-24,8.279663e-31,2.311274e-26,6.873921e-35,1.300679e-33,1.000000e-60,1.000000e-60,1.630172e-30,2.584704e-26,1.350390e-24,1.830126e-18,7.729138e-16,2.326232e-15,2.352814e-14,1.063635e-15,5.458652e-05,7.697365e-06,2.912217e-07,3.707711e-11,1.632043e-22,9.356461e-15,5.795839e-22,3.981907e-35,1.414778e-16,3.780865e-15,2.199868e-13,3.042339e-16,7.579310e-01,1.000000e-60,1.000000e-60,4.160133e-50,9.848631e-32,5.541271e-34,7.636702e-02
9.332831e+02,9.601959e-08,4.523961e-10,7.113002e-07,1.732342e-01,7.313128e-06,3.170791e-02,6.616670e-07,6.468261e-07,1.872652e-31,2.619712e-32,1.850157e-27,6.596018e-30,1.599578e-25,4.130132e-24,2.395306e-05,3.869728e-02,3.145540e-16,2.402467e-18,2.730676e-27,6.922434e-27,2.507217e-24,1.000000e-60,2.720971e-26,2.300701e-34,1.674348e-33,1.000000e-60,1.000000e-60,6.535883e-30,3.733875e-26,1.597882e-24,9.457050e-18,2.051987e-15,2.820589e-15,3.001367e-14,4.668562e-15,6.530152e-05,7.955503e-06,3.443712e-07,6.421566e-11,7.655021e-22,1.107372e-14,4.589032e-22,6.243491e-34,1.673417e-16,4.471909e-15,2.624269e-13,6.472694e-16,7.562537e-01,1.000000e-60,1.000000e-60,1.187300e-49,2.190526e-31,9.479982e-34,9.031052e-02
1.021071e+03,1.239015e-07,1.208124e-09,1.283226e-06,1.640815e-01,1.267294e-05,3.657020e-02,9.484869e-07,6.096022e-07,1.073881e-31,8.288723e-32,1.442635e-26,6.262090e-29,4.505379e-25,5.364136e-24,2.845318e-05,4.463294e-02,9.656986e-16,4.816901e-18,1.438300e-26,1.330894e-26,3.955038e-24,4.351037e-33,3.313550e-26,7.200337e-34,2.221970e-33,1.449432e-39,1.000000e-60,4.280218e-29,5.555655e-26,1.845785e-24,4.949114e-17,4.840393e-15,3.582676e-15,3.798295e-14,1.651292e-14,7.632574e-05,7.634222e-06,3.971159e-07,1.054178e-10,3.013623e-21,1.279922e-14,4.210104e-22,5.315971e-33,1.931094e-16,5.160584e-15,3.069982e-13,1.189947e-15,7.545869e-01,1.000000e-60,8.635607e-53,2.437265e-49,3.163609e-31,1.655903e-33,1.041660e-01
1.106648e+03,1.679265e-07,2.889805e-09,2.241353e-06,1.549195e-01,2.199764e-05,4.143452e-02,1.206522e-06,4.998227e-07,9.146444e-32,1.133101e-30,8.412986e-26,4.769340e-28,1.427110e-24,7.407436e-24,3.365802e-05,5.057265e-02,2.656136e-15,9.290850e-18,6.420172e-26,2.630546e-26,6.780273e-24,1.492275e-32,4.207957e-26,1.875799e-33,3.138027e-33,1.408267e-37,2.110174e-38,3.121459e-28,8.708109e-26,2.099128e-24,2.474900e-16,1.066572e-14,4.868382e-15,4.851336e-14,4.949218e-14,8.771257e-05,6.771363e-06,4.497039e-07,1.605091e-10,1.047008e-20,1.457481e-14,4.206220e-22,4.393379e-32,2.190640e-16,5.855699e-15,3.555265e-13,1.985135e-15,7.529186e-01,1.000000e-60,4.265037e-51,5.196145e-49,3.730691e-31,3.165701e-33,1.180335e-01
1.190959e+03,2.440852e-07,6.404111e-09,3.816375e-06,1.456614e-01,3.773204e-05,4.634494e-02,1.389413e-06,3.544807e-07,3.277906e-30,1.288292e-29,3.991438e-25,2.983738e-27,4.641602e-24,1.130307e-23,4.015247e-05,5.657112e-02,6.804486e-15,1.816182e-17,2.610483e-25,5.549572e-26,1.239576e-23,1.695373e-32,5.565308e-26,5.503140e-33,4.858459e-33,1.291173e-35,5.371809e-37,2.005468e-27,1.473836e-25,2.368121e-24,1.173436e-15,2.378129e-14,7.155907e-15,6.398332e-14,1.320911e-13,9.946114e-05,5.523480e-06,5.023064e-07,2.283192e-10,3.301167e-20,1.648554e-14,4.496855e-22,3.945339e-31,2.456531e-16,6.572828e-15,4.109798e-13,3.124421e-15,7.512333e-01,1.000000e-60,9.232162e-47,1.333037e-48,4.642677e-31,7.367443e-33,1.320428e-01
1.274643e+03,3.824476e-07,1.356206e-08,6.370909e-06,1.362373e-01,6.332871e-05,5.133585e-02,1.489211e-06,2.435545e-07,3.774139e-29,1.196756e-28,1.644731e-24,1.582756e-26,1.457875e-23,1.954212e-23,4.899619e-05,6.267130e-02,1.683133e-14,3.880990e-17,1.068685e-24,1.319387e-25,2.335598e-23,2.021427e-30,7.650767e-26,1.258813e-32,5.231940e-32,3.862380e-35,5.253746e-35,1.101666e-26,2.757342e-25,2.673393e-24,5.322724e-15,5.706156e-14,1.156842e-14,8.961719e-14,3.270395e-13,1.114901e-04,4.139680e-06,5.546068e-07,3.098494e-10,9.650859e-20,1.870097e-14,5.161218e-22,2.949676e-30,2.734952e-16,7.337266e-15,4.783388e-13,4.775896e-15,7.495185e-01,1.000000e-60,1.000000e-60,1.000000e-60,6.675159e-31,1.378613e-33,1.462977e-01
