T,H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,Z
2.910000e+02,1.000000e-60,1.000000e-60,1.000000e-60,2.328821e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,7.671179e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,0.000000e+00
3.768392e+02,8.463736e-06,3.908758e-10,3.285674e-06,2.252049e-01,3.861615e-06,4.316845e-03,8.046978e-06,2.385943e-06,8.472721e-28,2.537454e-21,1.759738e-14,6.725289e-16,4.640321e-11,1.367757e-07,9.384063e-04,3.897253e-03,2.266363e-13,7.335916e-09,1.545925e-14,1.289819e-10,4.133734e-09,1.212000e-23,2.883886e-10,6.876910e-17,5.755922e-10,2.207957e-14,2.491221e-12,6.856001e-14,4.130597e-09,5.569526e-12,1.621927e-13,2.625728e-13,1.842418e-12,4.486738e-11,1.959617e-17,8.294080e-07,2.613844e-07,1.726034e-08,1.504797e-10,1.727675e-20,3.899549e-08,4.114269e-11,2.060764e-21,1.471331e-10,3.644621e-11,7.875829e-09,4.660392e-11,7.656152e-01,1.000000e-60,5.172159e-18,8.823699e-16,6.149916e-13,3.894197e-11,1.252524e-02
4.607622e+02,1.690713e-05,4.084569e-09,8.557530e-06,2.175437e-01,1.021664e-05,8.620327e-03,1.875924e-05,4.460668e-06,6.845251e-25,2.242652e-19,1.392186e-13,7.163277e-15,1.907545e-10,2.732306e-07,1.875217e-03,7.782805e-03,1.608960e-12,1.518993e-08,8.749524e-14,3.376495e-10,8.216629e-09,3.565610e-21,5.769085e-10,1.052958e-15,1.155527e-09,1.106520e-13,4.987349e-12,5.051284e-13,8.303458e-09,1.112574e-11,4.117413e-13,1.625027e-12,4.632179e-12,8.973759e-11,1.102984e-15,1.706236e-06,4.459131e-07,3.447409e-08,3.526098e-10,2.933569e-18,7.788858e-08,8.152365e-11,1.087756e-19,2.938790e-10,7.279623e-11,1.573104e-08,1.109220e-10,7.641165e-01,1.000000e-60,1.574976e-17,1.767604e-15,5.929469e-12,8.256725e-11,2.501735e-02
5.423317e+02,2.531198e-05,2.282542e-08,1.679651e-05,2.099190e-01,2.009034e-05,1.289743e-02,3.222463e-05,6.250454e-06,9.197289e-23,5.741014e-18,6.088415e-13,3.674637e-14,5.234112e-10,4.090947e-07,2.808393e-03,1.164460e-02,7.049249e-12,2.382947e-08,3.023240e-13,6.000175e-10,1.217268e-08,1.698980e-19,8.665897e-10,7.032121e-15,1.744132e-09,3.682346e-13,7.497733e-12,1.909578e-12,1.256826e-08,1.665875e-11,8.632003e-13,5.540190e-12,8.862697e-12,1.346395e-10,1.883455e-14,2.627677e-06,5.534924e-07,5.159212e-08,6.222861e-10,8.949344e-17,1.165708e-07,1.193770e-10,1.773171e-18,4.398419e-10,1.089487e-10,2.354403e-08,2.004052e-10,7.626260e-01,1.000000e-60,3.408702e-17,2.660525e-15,2.367115e-11,1.319861e-10,3.744077e-02
6.212613e+02,3.367764e-05,9.452518e-08,2.938144e-05,2.023422e-01,3.489351e-05,1.714040e-02,4.783530e-05,7.766594e-06,5.223052e-21,8.147840e-17,2.015303e-12,1.332440e-13,1.157870e-09,5.444341e-07,3.737314e-03,1.547526e-02,2.573128e-11,3.357965e-08,8.606294e-13,8.783793e-10,1.591305e-08,3.048375e-18,1.160817e-09,3.159619e-14,2.350213e-09,9.549083e-13,1.004453e-11,5.427510e-12,1.701485e-08,2.217908e-11,1.770797e-12,1.447665e-11,1.526452e-11,1.797589e-10,1.713623e-13,3.590185e-06,5.871318e-07,6.858737e-08,9.694298e-10,1.104129e-15,1.549875e-07,1.513525e-10,1.702616e-17,5.849048e-10,1.448604e-10,3.130449e-08,3.241316e-10,7.611462e-01,1.000000e-60,6.253231e-17,3.572505e-15,6.186494e-11,1.887694e-10,4.977599e-02
6.973908e+02,4.201869e-05,3.089010e-07,4.827826e-05,1.948176e-01,5.643993e-05,2.134521e-02,6.386588e-05,9.006475e-06,1.568030e-19,7.612875e-16,5.586632e-12,3.915959e-13,2.228728e-09,6.797199e-07,4.662571e-03,1.927070e-02,8.172759e-11,4.485235e-08,2.191947e-12,1.114666e-09,1.934258e-08,2.985094e-17,1.466572e-09,1.112733e-13,2.989165e-09,2.000994e-12,1.265537e-11,1.318824e-11,2.179134e-08,2.773742e-11,3.659811e-12,3.219058e-11,2.492788e-11,2.254662e-10,9.997002e-13,4.586956e-06,5.563262e-07,8.544894e-08,1.387367e-09,7.816623e-15,1.931287e-07,1.721910e-10,1.134431e-16,7.293840e-10,1.805696e-10,3.901187e-08,4.930648e-10,7.596778e-01,1.000000e-60,1.027282e-16,4.523959e-15,1.231201e-10,2.550773e-10,6.201568e-02
7.705876e+02,5.035174e-05,8.200198e-07,7.619487e-05,1.873520e-01,8.676557e-05,2.550641e-02,7.780548e-05,9.953716e-06,2.762612e-18,5.072082e-15,1.360529e-11,9.955802e-13,3.897669e-09,8.158246e-07,5.584945e-03,2.302532e-02,2.246293e-10,5.815961e-08,5.149105e-12,1.252666e-09,2.236299e-08,1.943706e-16,1.796213e-09,3.300551e-13,3.685933e-09,3.487361e-12,1.533768e-11,2.903179e-11,2.712272e-08,3.345877e-11,7.535813e-12,6.382060e-11,3.935361e-11,2.723187e-10,4.124348e-12,5.605108e-06,4.795441e-07,1.021603e-07,1.844669e-09,3.809442e-14,2.309877e-07,1.767289e-10,5.637999e-16,8.742642e-10,2.162458e-10,4.666785e-08,7.205664e-10,7.582220e-01,1.000000e-60,1.540245e-16,5.548278e-15,2.015273e-10,3.338689e-10,7.414967e-02
8.407761e+02,5.869677e-05,1.831452e-06,1.165783e-04,1.799505e-01,1.278552e-04,2.961866e-02,8.749177e-05,1.058247e-05,3.146638e-17,2.570765e-14,2.995932e-11,2.271421e-12,6.367764e-09,9.543048e-07,6.505853e-03,2.673340e-02,5.375268e-10,7.413986e-08,1.129698e-11,1.277007e-09,2.489276e-08,9.473419e-16,2.170873e-09,8.627791e-13,4.480448e-09,5.260537e-12,1.805830e-11,5.963052e-11,3.333498e-08,3.960526e-11,1.515037e-11,1.157572e-10,6.034273e-11,3.211384e-10,1.299519e-11,6.627908e-06,3.813652e-07,1.187031e-07,2.293163e-09,1.420850e-13,2.685819e-07,1.643081e-10,2.214323e-15,1.021834e-09,2.523755e-10,5.428250e-08,1.023272e-09,7.567800e-01,1.000000e-60,2.124970e-16,6.701737e-15,2.865186e-10,4.294595e-10,8.616980e-02
9.079692e+02,6.709078e-05,3.561960e-06,1.733306e-04,1.726127e-01,1.815470e-04,3.367890e-02,9.206062e-05,1.086540e-05,2.531665e-16,1.048742e-13,6.096000e-11,4.772116e-12,9.908775e-09,1.097814e-06,7.427879e-03,3.039079e-02,1.140527e-09,9.362907e-08,2.328563e-11,1.222357e-09,2.689761e-08,3.742721e-15,2.625836e-09,2.059843e-12,5.435633e-09,7.162386e-12,2.076900e-11,1.161919e-10,4.088788e-08,4.666146e-11,2.928214e-11,1.954265e-10,8.976308e-11,3.730970e-10,3.325199e-11,7.640370e-06,2.845607e-07,1.350603e-07,2.689570e-09,4.343873e-13,3.059872e-07,1.407153e-10,7.223706e-15,1.176360e-09,2.899933e-10,6.188323e-08,1.421855e-09,7.553516e-01,1.000000e-60,2.750027e-16,8.081798e-15,3.695376e-10,5.485584e-10,9.807593e-02
9.722567e+02,7.561298e-05,6.211288e-06,2.502572e-04,1.653331e-01,2.497278e-04,3.768604e-02,9.201106e-05,1.078427e-05,1.551712e-15,3.612403e-13,1.167602e-10,9.429958e-12,1.489958e-08,1.250651e-06,8.354820e-03,3.399462e-02,2.193068e-09,1.178044e-07,4.530066e-11,1.141016e-09,2.841842e-08,1.271618e-14,3.219601e-09,4.628069e-12,6.650104e-09,9.127285e-12,2.348904e-11,2.171832e-10,5.043308e-08,5.545572e-11,5.402626e-11,3.111514e-10,1.293837e-10,4.298015e-10,7.244442e-11,8.633446e-06,2.034864e-07,1.512080e-07,3.013360e-09,1.142978e-12,3.433656e-07,1.145204e-10,2.040768e-14,1.344630e-09,3.308598e-10,6.952144e-08,1.941188e-09,7.539360e-01,1.000000e-60,3.481506e-16,9.859439e-15,4.479110e-10,7.020001e-10,1.098753e-01
