T,H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,Z
2.910000e+02,1.000000e-60,1.000000e-60,1.000000e-60,2.328821e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,7.671179e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,0.000000e+00
3.768846e+02,1.144174e-06,1.058792e-11,3.381893e-07,2.254569e-01,8.660823e-07,3.986785e-03,1.004338e-06,7.172199e-07,8.925547e-33,2.531635e-31,2.738356e-23,1.210469e-25,3.709708e-20,8.520877e-17,1.539982e-04,4.641397e-03,6.907849e-17,8.407421e-15,4.405883e-24,1.539512e-20,5.262502e-18,3.905920e-34,7.753333e-19,4.264373e-28,1.427291e-20,6.039377e-27,1.590498e-24,5.631911e-22,1.569848e-16,1.235565e-18,7.245879e-17,1.174123e-15,4.783429e-14,7.255024e-13,5.308098e-19,5.414076e-06,2.237051e-06,3.446096e-08,1.775316e-10,5.618597e-23,5.824251e-10,4.060326e-14,1.892966e-31,4.134757e-13,3.701322e-12,3.207852e-10,2.861531e-13,7.657492e-01,1.000000e-60,2.634200e-37,2.882763e-35,3.145453e-22,4.288921e-22,1.138557e-02
4.595988e+02,2.266692e-06,1.038179e-10,9.408422e-07,2.181743e-01,2.162358e-06,7.896308e-03,2.534079e-06,1.361300e-06,1.975638e-34,9.497415e-30,1.582199e-22,1.253662e-24,1.566479e-19,1.688104e-16,3.052322e-04,9.192939e-03,1.260249e-15,1.789228e-14,2.497194e-23,6.566574e-20,1.040909e-17,1.885672e-30,1.537283e-18,6.912838e-27,2.836892e-20,5.150724e-26,3.161162e-24,3.820880e-21,3.130987e-16,2.447350e-18,3.308829e-16,1.574514e-14,1.105236e-13,1.439773e-12,2.750042e-17,1.096773e-05,4.056774e-06,6.825692e-08,3.989974e-10,8.612108e-21,1.153618e-09,7.875406e-14,4.562301e-30,8.189771e-13,7.331251e-12,6.353971e-10,1.056053e-12,7.644068e-01,1.000000e-60,7.230353e-37,5.734062e-35,4.112680e-21,9.228653e-22,2.255152e-02
5.375058e+02,3.347161e-06,5.085123e-10,1.908513e-06,2.111734e-01,4.031652e-06,1.165372e-02,4.598642e-06,1.934600e-06,1.071619e-33,1.482365e-28,5.102691e-22,6.131026e-24,4.303418e-19,2.492951e-16,4.509150e-04,1.356746e-02,8.549996e-15,2.881969e-14,9.709844e-23,1.521643e-19,1.529193e-17,5.891115e-29,2.274500e-18,4.855001e-26,4.212022e-20,2.296922e-25,4.695088e-24,1.320227e-20,4.672786e-16,3.612385e-18,1.054885e-15,8.098668e-14,1.924966e-13,2.131964e-12,3.969219e-16,1.655503e-05,5.423993e-06,1.007417e-07,6.727536e-10,2.272569e-19,1.702670e-09,1.101859e-13,4.597078e-29,1.208764e-12,1.082043e-11,9.378612e-10,2.552122e-12,7.631166e-01,1.000000e-60,1.407855e-36,8.526541e-35,2.148352e-20,1.482320e-21,3.328440e-02
6.103141e+02,4.382721e-06,1.809167e-09,3.369790e-06,2.044861e-01,6.666774e-06,1.524169e-02,7.180377e-06,2.444402e-06,4.414750e-32,1.319387e-27,1.294053e-21,2.089461e-23,9.344945e-19,3.264640e-16,5.904865e-04,1.774477e-02,3.761214e-14,4.178437e-14,3.433933e-22,2.658812e-19,1.983813e-17,1.145490e-27,2.989510e-18,2.281774e-25,5.560667e-20,7.311520e-25,6.204394e-24,3.416262e-20,6.210058e-16,4.725821e-18,2.759352e-15,2.594636e-13,2.989086e-13,2.802505e-12,2.983522e-15,2.213705e-05,6.352962e-06,1.317665e-07,1.007497e-09,2.406060e-18,2.227099e-09,1.298691e-13,2.827221e-28,1.581091e-12,1.415304e-11,1.226874e-09,4.978502e-12,7.618843e-01,1.000000e-60,2.301286e-36,1.128586e-34,7.258215e-20,2.116258e-21,4.353511e-02
6.789552e+02,5.388501e-06,5.372905e-09,5.524420e-06,1.980368e-01,1.037620e-05,1.870044e-02,1.026477e-05,2.901197e-06,7.108835e-31,8.665979e-27,2.903102e-21,5.780632e-23,1.747553e-18,4.014716e-16,7.256451e-04,2.177172e-02,1.306608e-13,5.778916e-14,1.143080e-21,3.866757e-19,2.405492e-17,9.603241e-27,3.700113e-18,8.537897e-25,6.918373e-20,1.886359e-24,7.733344e-24,7.607678e-20,7.786681e-16,5.801263e-18,6.406652e-15,6.335992e-13,4.379100e-13,3.463588e-12,1.534646e-14,2.776075e-05,6.878476e-06,1.616802e-07,1.418692e-09,1.502998e-17,2.732877e-09,1.338535e-13,1.355483e-27,1.940258e-12,1.736712e-11,1.505824e-09,8.544879e-12,7.606961e-01,1.000000e-60,3.308397e-36,1.409872e-34,1.868736e-19,2.849160e-21,5.341909e-02
7.445200e+02,6.384673e-06,1.420879e-08,8.689199e-06,1.917322e-01,1.564548e-05,2.207970e-02,1.380889e-05,3.311214e-06,1.503988e-29,4.774189e-26,6.112834e-21,1.408398e-22,2.958365e-18,4.758821e-16,8.585244e-04,2.570623e-02,3.918668e-13,7.829689e-14,3.573878e-21,4.896114e-19,2.796533e-17,5.610633e-26,4.432814e-18,2.768974e-24,8.336273e-20,4.226623e-24,9.343545e-24,1.560587e-19,9.462954e-16,6.856591e-18,1.385195e-14,1.305088e-12,6.221130e-13,4.131270e-12,6.196990e-14,3.349360e-05,7.029269e-06,1.909141e-07,1.927544e-09,6.776939e-17,3.227458e-09,1.227451e-13,5.683121e-27,2.291712e-12,2.051048e-11,1.778962e-09,1.350194e-11,7.595348e-01,1.000000e-60,4.198341e-36,1.709364e-34,3.957374e-19,3.719755e-21,6.307918e-02
8.078161e+02,7.391397e-06,3.433014e-08,1.334610e-05,1.855013e-01,2.319997e-05,2.541677e-02,1.768237e-05,3.673089e-06,2.925442e-28,2.363699e-25,1.257504e-20,3.175506e-22,4.685618e-18,5.513393e-16,9.908763e-04,2.959184e-02,1.053281e-12,1.052053e-13,1.043872e-20,5.613275e-19,3.158676e-17,2.585356e-25,5.223065e-18,8.071770e-24,9.880801e-20,8.516809e-24,1.110639e-23,3.060142e-19,1.131414e-15,7.908701e-18,2.862879e-14,2.392586e-12,8.697145e-13,4.822367e-12,2.099443e-13,3.938265e-05,6.833144e-06,2.197919e-07,2.553404e-09,2.464975e-16,3.716663e-09,1.036930e-13,2.212163e-26,2.639964e-12,2.362192e-11,2.049694e-09,2.014466e-11,7.583874e-01,1.000000e-60,4.672919e-36,2.044920e-34,7.139100e-19,4.780139e-21,7.262335e-02
8.693540e+02,8.430193e-06,7.640997e-08,2.020795e-05,1.792994e-01,3.409573e-05,2.873472e-02,2.163243e-05,3.976201e-06,4.480959e-27,1.103891e-24,2.627476e-20,6.857822e-22,7.113436e-18,6.297652e-16,1.124043e-03,3.345556e-02,2.573660e-12,1.407043e-13,2.830918e-20,6.091216e-19,3.494311e-17,1.012328e-24,6.122814e-18,2.140560e-23,1.164644e-19,1.568370e-23,1.309625e-23,5.862583e-19,1.344163e-15,8.975970e-18,5.733332e-14,4.028446e-12,1.205966e-12,5.555362e-12,6.164253e-13,4.544223e-05,6.330862e-06,2.485118e-07,3.303009e-09,7.717173e-16,4.204569e-09,8.571976e-14,8.339725e-26,2.988738e-12,2.673266e-11,2.320511e-09,2.882441e-11,7.572459e-01,1.000000e-60,4.693005e-36,2.443771e-34,1.115481e-18,6.099823e-21,8.211944e-02
9.294498e+02,9.527811e-06,1.571655e-07,3.026422e-05,1.730995e-01,4.979338e-05,3.204656e-02,2.530289e-05,4.199861e-06,5.392891e-26,5.052635e-24,5.776994e-20,1.453512e-21,1.052409e-17,7.138326e-16,1.259180e-03,3.731275e-02,5.753244e-12,1.868020e-13,7.083056e-20,6.503431e-19,3.809332e-17,3.533503e-24,7.214309e-18,5.186408e-23,1.377902e-19,2.658638e-23,1.537184e-23,1.111274e-18,1.599186e-15,1.008512e-17,1.118754e-13,6.359826e-12,1.663697e-12,6.352573e-12,1.597983e-12,5.165271e-05,5.589682e-06,2.771792e-07,4.159623e-09,2.162474e-15,4.694402e-09,7.322668e-14,3.148830e-25,3.341970e-12,2.987662e-11,2.593473e-09,3.995997e-11,7.561052e-01,1.000000e-60,4.641998e-36,2.950884e-34,1.527260e-18,7.775596e-21,9.160753e-02
