T,H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,Z
2.910000e+02,1.000000e-60,1.000000e-60,1.000000e-60,2.328821e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,7.671179e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,0.000000e+00
3.766860e+02,8.452325e-06,3.888827e-10,3.278835e-06,2.252184e-01,3.851979e-06,4.309529e-03,8.033097e-06,2.381896e-06,8.391954e-28,2.539340e-21,1.770383e-14,6.763079e-16,4.678173e-11,1.380770e-07,9.376790e-04,3.889322e-03,2.280119e-13,7.406419e-09,1.556579e-14,1.301416e-10,4.172608e-09,1.209088e-23,2.910032e-10,6.920565e-17,5.819955e-10,2.231194e-14,2.529882e-12,6.891295e-14,4.165036e-09,5.614386e-12,1.619335e-13,2.614676e-13,1.838840e-12,4.481314e-11,1.942243e-17,8.248545e-07,2.600878e-07,1.722367e-08,1.496979e-10,1.705792e-20,3.890116e-08,4.105066e-11,2.064313e-21,1.471730e-10,3.635284e-11,7.860672e-09,4.649113e-11,7.656177e-01,1.000000e-60,5.302990e-18,9.056634e-16,6.185218e-13,3.943768e-11,1.250409e-02
4.605068e+02,1.688881e-05,4.061861e-09,8.538810e-06,2.175665e-01,1.019067e-05,8.608010e-03,1.872828e-05,4.454620e-06,6.807370e-25,2.242618e-19,1.400235e-13,7.201270e-15,1.922320e-10,2.759034e-07,1.874260e-03,7.769033e-03,1.616058e-12,1.533865e-08,8.808523e-14,3.407622e-10,8.296245e-09,3.553564e-21,5.822906e-10,1.059211e-15,1.168677e-09,1.117294e-13,5.066050e-12,5.077673e-13,8.374752e-09,1.121833e-11,4.109502e-13,1.618035e-12,4.622881e-12,8.965254e-11,1.092306e-15,1.697269e-06,4.439372e-07,3.441000e-08,3.507838e-10,2.894777e-18,7.772084e-08,8.136567e-11,1.089381e-19,2.940369e-10,7.262903e-11,1.570494e-08,1.106476e-10,7.641208e-01,1.000000e-60,1.614615e-17,1.814731e-15,5.964840e-12,8.363155e-11,2.498175e-02
5.420739e+02,2.529654e-05,2.272344e-08,1.676657e-05,2.099424e-01,2.004883e-05,1.288512e-02,3.218738e-05,6.244953e-06,9.178999e-23,5.753372e-18,6.129808e-13,3.698668e-14,5.278344e-10,4.132920e-07,2.808289e-03,1.162952e-02,7.074471e-12,2.407279e-08,3.045877e-13,6.059565e-10,1.229674e-08,1.699255e-19,8.750808e-10,7.083958e-15,1.764792e-09,3.720134e-13,7.619573e-12,1.921699e-12,1.268191e-08,1.680533e-11,8.615480e-13,5.521020e-12,8.848392e-12,1.345750e-10,1.869474e-14,2.615123e-06,5.513736e-07,5.152067e-08,6.193311e-10,8.860514e-17,1.163750e-07,1.192100e-10,1.779452e-18,4.402869e-10,1.087501e-10,2.351613e-08,1.999831e-10,7.626303e-01,1.000000e-60,3.496545e-17,2.732719e-15,2.384608e-11,1.337446e-10,3.740525e-02
6.211423e+02,3.368009e-05,9.438279e-08,2.936139e-05,2.023524e-01,3.486141e-05,1.713574e-02,4.782352e-05,7.764159e-06,5.256982e-21,8.211176e-17,2.034151e-12,1.344885e-13,1.169665e-09,5.503957e-07,3.739733e-03,1.546578e-02,2.585112e-11,3.394742e-08,8.689068e-13,8.879727e-10,1.608613e-08,3.069323e-18,1.172991e-09,3.193185e-14,2.379692e-09,9.665693e-13,1.021473e-11,5.474364e-12,1.718054e-08,2.238951e-11,1.769236e-12,1.445470e-11,1.525608e-11,1.797957e-10,1.709285e-13,3.575675e-06,5.851204e-07,6.853922e-08,9.657485e-10,1.099654e-15,1.548329e-07,1.512453e-10,1.716897e-17,5.858966e-10,1.446952e-10,3.128876e-08,3.237578e-10,7.611478e-01,1.000000e-60,6.422919e-17,3.671956e-15,6.246283e-11,1.914317e-10,4.976278e-02
6.975610e+02,4.205672e-05,3.097594e-07,4.833388e-05,1.947988e-01,5.649038e-05,2.135704e-02,6.391593e-05,9.008527e-06,1.598002e-19,7.735625e-16,5.660571e-12,3.968592e-13,2.256977e-09,6.877361e-07,4.669471e-03,1.927477e-02,8.237107e-11,4.539224e-08,2.220895e-12,1.127828e-09,1.956737e-08,3.031477e-17,1.483253e-09,1.129850e-13,3.029391e-09,2.030736e-12,1.288099e-11,1.334689e-11,2.202394e-08,2.802415e-11,3.665928e-12,3.223452e-11,2.495940e-11,2.257041e-10,1.003622e-12,4.572657e-06,5.542798e-07,8.545961e-08,1.383935e-09,7.842336e-15,1.930959e-07,1.721492e-10,1.151961e-16,7.312275e-10,1.805131e-10,3.902457e-08,4.932601e-10,7.596736e-01,1.000000e-60,1.057137e-16,4.654019e-15,1.246156e-10,2.589649e-10,6.205051e-02
7.711568e+02,5.044067e-05,8.259273e-07,7.646260e-05,1.872909e-01,8.703408e-05,2.554200e-02,7.791645e-05,9.959448e-06,2.853483e-18,5.200638e-15,1.384693e-11,1.013661e-12,3.957982e-09,8.261682e-07,5.598004e-03,2.304953e-02,2.273598e-10,5.893830e-08,5.240456e-12,1.267583e-09,2.263680e-08,1.991524e-16,1.818521e-09,3.369366e-13,3.739533e-09,3.547112e-12,1.562585e-11,2.950041e-11,2.744323e-08,3.383596e-11,7.577086e-12,6.411724e-11,3.949725e-11,2.728561e-10,4.166817e-12,5.592960e-06,4.771517e-07,1.022594e-07,1.842412e-09,3.850337e-14,2.311443e-07,1.766179e-10,5.768699e-16,8.772355e-10,2.163645e-10,4.672267e-08,7.222556e-10,7.582095e-01,1.000000e-60,1.587985e-16,5.713708e-15,2.043650e-10,3.394284e-10,7.425402e-02
8.417862e+02,5.884621e-05,1.851330e-06,1.172817e-04,1.798397e-01,1.285305e-04,2.968197e-02,8.761007e-05,1.058857e-05,3.289004e-17,2.657546e-14,3.062419e-11,2.323153e-12,6.483670e-09,9.672029e-07,6.526092e-03,2.678126e-02,5.462828e-10,7.524346e-08,1.155033e-11,1.291167e-09,2.520655e-08,9.783932e-16,2.200480e-09,8.854274e-13,4.551163e-09,5.358018e-12,1.841375e-11,6.084792e-11,3.377299e-08,4.009210e-11,1.529742e-11,1.166546e-10,6.071576e-11,3.220616e-10,1.319526e-11,6.618943e-06,3.785466e-07,1.189068e-07,2.292122e-09,1.445235e-13,2.689669e-07,1.639424e-10,2.281184e-15,1.026161e-09,2.527206e-10,5.438755e-08,1.027794e-09,7.567577e-01,1.000000e-60,2.193773e-16,6.909733e-15,2.908625e-10,4.372928e-10,8.635562e-02
9.094000e+02,6.730471e-05,3.609347e-06,1.747680e-04,1.724508e-01,1.828432e-04,3.377040e-02,9.211663e-05,1.086689e-05,2.670159e-16,1.091103e-13,6.254737e-11,4.900061e-12,1.011314e-08,1.113485e-06,7.455634e-03,3.046265e-02,1.162856e-09,9.516606e-08,2.390364e-11,1.234527e-09,2.723888e-08,3.890387e-15,2.665532e-09,2.124031e-12,5.529221e-09,7.299977e-12,2.119379e-11,1.190212e-10,4.148580e-08,4.729115e-11,2.967714e-11,1.974326e-10,9.051686e-11,3.744863e-10,3.387477e-11,7.634598e-06,2.815875e-07,1.353708e-07,2.688887e-09,4.439525e-13,3.066110e-07,1.400654e-10,7.481592e-15,1.182279e-09,2.906158e-10,6.204114e-08,1.430917e-09,7.553193e-01,1.000000e-60,2.841912e-16,8.344394e-15,3.752942e-10,5.595025e-10,9.834525e-02
9.740419e+02,7.589201e-05,6.301859e-06,2.527520e-04,1.651240e-01,2.518612e-04,3.780320e-02,9.196353e-05,1.077591e-05,1.646467e-15,3.775247e-13,1.201626e-10,9.713971e-12,1.523729e-08,1.269385e-06,8.389852e-03,3.408807e-02,2.241056e-09,1.199147e-07,4.664464e-11,1.151623e-09,2.877618e-08,1.328322e-14,3.274253e-09,4.792289e-12,6.775778e-09,9.306129e-12,2.398784e-11,2.231889e-10,5.125214e-08,5.628974e-11,5.491020e-11,3.148956e-10,1.306813e-10,4.317418e-10,7.392070e-11,8.630108e-06,2.007582e-07,1.516146e-07,3.012067e-09,1.171841e-12,3.442162e-07,1.137419e-10,2.121540e-14,1.352470e-09,3.318328e-10,6.973079e-08,1.956756e-09,7.538944e-01,1.000000e-60,3.603987e-16,1.019801e-14,4.549748e-10,7.172925e-10,1.102216e-01
