T,H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,Z
2.910000e+02,1.000000e-60,1.000000e-60,1.000000e-60,2.328821e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,7.671179e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,0.000000e+00
3.712222e+02,6.612859e-06,2.408335e-10,2.615425e-06,2.257774e-01,3.227424e-06,3.940608e-03,6.224098e-06,2.068287e-06,1.441470e-29,7.100551e-23,7.896435e-16,2.587370e-17,2.135568e-12,6.739461e-09,6.670371e-04,3.842688e-03,1.546852e-14,3.618046e-10,6.594613e-16,5.477193e-12,2.114439e-10,3.858905e-25,1.538908e-11,1.758643e-18,1.908887e-11,4.522287e-16,4.186835e-14,3.860028e-15,2.883505e-10,4.498578e-13,8.455337e-14,1.450399e-13,1.256391e-12,2.881212e-11,1.048128e-17,1.565136e-06,5.017799e-07,1.794958e-08,2.318219e-10,9.056448e-21,3.296853e-08,2.833093e-11,5.959616e-23,7.024040e-11,3.538164e-11,6.313622e-09,3.748787e-11,7.657494e-01,1.000000e-60,5.555161e-21,9.450577e-19,2.276432e-14,9.342961e-13,1.140299e-02
4.489499e+02,1.313774e-05,2.297527e-09,6.659949e-06,2.187654e-01,8.290252e-06,7.826509e-03,1.436461e-05,3.875184e-06,8.827090e-27,5.154041e-21,5.658136e-15,2.598536e-16,8.466978e-12,1.338959e-08,1.325645e-03,7.632516e-03,1.737253e-13,7.439582e-10,3.533713e-15,1.463183e-11,4.184296e-10,9.448603e-23,3.061045e-11,2.478689e-17,3.809035e-11,2.280377e-15,8.335118e-14,2.698346e-14,5.760861e-10,8.937154e-13,2.148413e-13,9.396013e-13,3.086860e-12,5.730563e-11,5.092774e-16,3.192280e-06,8.691536e-07,3.565493e-08,5.352525e-10,1.319576e-18,6.549191e-08,5.588321e-11,2.668694e-21,1.395323e-10,7.028518e-11,1.254206e-08,8.918772e-11,7.643994e-01,1.000000e-60,1.634314e-20,1.882371e-18,2.285594e-13,1.965873e-12,2.265185e-02
5.231621e+02,1.949972e-05,1.150697e-08,1.266815e-05,2.119298e-01,1.572221e-05,1.161053e-02,2.439759e-05,5.433392e-06,8.635839e-25,1.070735e-19,2.248717e-14,1.244865e-15,2.232677e-11,1.987483e-08,1.968245e-03,1.132337e-02,1.033407e-12,1.152730e-09,1.133667e-14,2.626171e-11,6.159561e-10,3.891283e-21,4.555373e-11,1.519797e-16,5.692388e-11,7.470884e-15,1.241765e-13,9.592723e-14,8.629552e-10,1.326523e-12,4.401086e-13,3.217163e-12,5.721200e-12,8.521572e-11,7.549212e-15,4.857957e-06,1.103649e-06,5.290300e-08,9.260351e-10,3.577791e-17,9.718024e-08,8.144606e-11,3.641053e-20,2.070491e-10,1.042920e-10,1.861088e-08,1.592211e-10,7.630841e-01,1.000000e-60,3.410302e-20,2.806673e-18,9.302412e-13,3.101728e-12,3.361130e-02
5.937300e+02,2.569641e-05,4.306427e-08,2.132798e-05,2.052803e-01,2.621327e-05,1.528659e-02,3.603628e-05,6.765255e-06,3.644230e-23,1.249154e-18,6.800342e-14,4.190926e-15,4.743471e-11,2.619474e-08,2.594280e-03,1.490919e-02,4.488163e-12,1.597955e-09,2.961241e-14,3.902092e-11,8.008693e-10,6.150532e-20,6.032872e-11,6.260057e-16,7.576934e-11,1.913086e-14,1.646064e-13,2.544960e-13,1.152781e-09,1.748424e-12,8.591015e-13,8.256174e-12,9.472384e-12,1.126114e-10,6.087777e-14,6.552894e-06,1.215343e-06,6.966827e-08,1.414780e-09,3.994420e-16,1.279896e-07,1.034854e-10,2.958471e-19,2.727181e-10,1.373579e-10,2.451219e-08,2.523005e-10,7.618055e-01,1.000000e-60,6.035159e-20,3.725500e-18,2.474322e-12,4.361519e-12,4.426519e-02
6.611703e+02,3.178340e-05,1.323137e-07,3.363367e-05,1.987685e-01,4.072788e-05,1.888061e-02,4.860699e-05,7.892010e-06,8.875176e-22,1.008546e-17,1.742095e-13,1.147843e-14,8.801485e-11,3.241128e-08,3.208763e-03,1.841516e-02,1.568115e-11,2.094682e-09,6.909876e-14,5.109165e-11,9.715688e-10,5.442156e-19,7.526283e-11,2.039711e-15,9.506560e-11,4.057879e-14,2.052805e-13,5.764310e-13,1.453540e-09,2.164379e-12,1.662349e-12,1.790720e-11,1.481168e-11,1.398450e-10,3.311536e-13,8.280162e-06,1.219120e-06,8.607167e-08,2.002994e-09,2.620141e-15,1.581488e-07,1.199274e-10,1.745523e-18,3.370971e-10,1.697444e-10,3.029061e-08,3.744966e-10,7.605544e-01,1.000000e-60,9.628620e-20,4.658282e-18,5.073730e-12,5.781744e-12,5.469059e-02
7.258922e+02,3.781118e-05,3.438036e-07,5.096492e-05,1.923557e-01,6.046478e-05,2.241310e-02,6.093420e-05,8.819590e-06,1.391251e-20,6.131691e-17,3.977989e-13,2.746423e-14,1.490329e-10,3.858874e-08,3.816003e-03,2.186122e-02,4.560802e-11,2.660753e-09,1.495867e-13,6.038178e-11,1.126036e-09,3.284700e-18,9.080803e-11,5.671128e-15,1.153891e-10,7.347352e-14,2.465689e-13,1.186015e-12,1.775574e-09,2.581176e-12,3.200746e-12,3.469113e-11,2.240086e-11,1.672988e-10,1.337716e-12,1.003707e-05,1.134936e-06,1.022100e-07,2.671617e-09,1.212373e-14,1.878483e-07,1.283074e-10,8.065275e-18,4.007825e-10,2.017134e-10,3.598415e-08,5.331581e-10,7.593231e-01,1.000000e-60,1.419080e-19,5.629447e-18,8.659889e-12,7.408893e-12,6.494976e-02
7.880840e+02,4.381234e-05,7.713865e-07,7.509232e-05,1.860243e-01,8.671121e-05,2.589249e-02,7.159753e-05,9.540730e-06,1.501745e-19,2.948664e-16,8.319239e-13,5.958189e-14,2.363568e-10,4.478716e-08,4.418499e-03,2.525547e-02,1.130746e-10,3.315938e-09,3.054332e-13,6.541383e-11,1.261837e-09,1.512623e-17,1.075851e-10,1.401191e-14,1.374901e-10,1.165691e-13,2.880439e-13,2.287201e-12,2.131808e-09,3.008579e-12,6.074153e-12,6.174806e-11,3.306526e-11,1.953526e-10,4.259404e-12,1.181034e-05,9.903027e-07,1.181247e-07,3.376564e-09,4.380327e-14,2.171874e-07,1.271517e-10,3.045991e-17,4.644044e-10,2.335270e-10,4.161440e-08,7.367788e-10,7.581085e-01,1.000000e-60,1.948396e-19,6.670010e-18,1.287561e-11,9.299238e-12,7.507078e-02
8.479396e+02,4.982234e-05,1.530893e-06,1.082153e-04,1.797562e-01,1.208127e-04,2.932711e-02,7.944986e-05,1.004086e-05,1.192012e-18,1.171190e-15,1.623849e-12,1.200249e-13,3.574542e-10,5.109066e-08,5.019029e-03,2.860584e-02,2.453118e-10,4.084863e-09,5.935981e-13,6.618117e-11,1.377173e-09,5.716616e-17,1.265505e-10,3.168636e-14,1.624717e-10,1.667211e-13,3.283060e-13,4.210549e-12,2.539866e-09,3.463453e-12,1.124911e-11,1.028403e-10,4.776029e-11,2.244996e-10,1.122738e-11,1.358429e-05,8.165257e-07,1.338545e-07,4.061185e-09,1.317748e-13,2.462785e-07,1.174144e-10,9.765546e-17,5.289840e-10,2.656455e-10,4.720743e-08,9.959401e-10,7.569070e-01,1.000000e-60,2.509376e-19,7.827711e-18,1.725775e-11,1.153242e-11,8.508227e-02
9.057378e+02,5.589336e-05,2.750510e-06,1.529255e-04,1.735237e-01,1.642285e-04,3.272995e-02,8.395790e-05,1.030201e-05,7.394113e-18,3.994389e-15,3.004530e-12,2.286237e-13,5.225101e-10,5.762859e-08,5.621572e-03,3.192469e-02,4.773832e-10,5.001198e-09,1.105054e-12,6.400261e-11,1.471695e-09,1.869304e-16,1.492180e-10,6.725497e-14,1.920092e-10,2.208360e-13,3.652533e-13,7.489497e-12,3.024473e-09,3.974331e-12,2.020714e-11,1.624388e-10,6.752696e-11,2.554206e-10,2.550611e-11,1.534769e-05,6.418104e-07,1.494549e-07,4.674859e-09,3.451948e-13,2.752981e-07,1.023882e-10,2.749177e-16,5.961862e-10,2.988829e-10,5.280429e-08,1.324310e-09,7.557134e-01,1.000000e-60,3.082304e-19,9.181502e-18,2.143688e-11,1.423089e-11,9.502765e-02
