T,H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,Z
2.910000e+02,1.000000e-60,1.000000e-60,1.000000e-60,2.328821e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,7.671179e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,0.000000e+00
3.052593e+02,7.262488e-07,6.159940e-32,1.079398e-26,2.310957e-01,6.175829e-27,8.856792e-04,2.417609e-12,5.073673e-05,1.390031e-38,2.417315e-39,2.779483e-35,2.160690e-39,4.664492e-22,1.546436e-03,5.569149e-04,2.176672e-04,4.995516e-26,2.650356e-05,3.239547e-30,3.465292e-28,5.232787e-06,3.402975e-38,1.863221e-08,3.057965e-31,4.901979e-06,5.565047e-26,3.459482e-06,1.999319e-34,4.455429e-10,8.033440e-13,1.000000e-60,6.945564e-48,6.587557e-40,3.679247e-23,1.860672e-41,2.354441e-29,1.386910e-19,5.355312e-13,3.195731e-42,1.752724e-53,1.066095e-24,1.079332e-39,2.245092e-38,8.458787e-29,5.503742e-29,4.092684e-21,6.570892e-29,7.656059e-01,1.000000e-60,2.959277e-23,1.308759e-07,2.106808e-29,1.355834e-12,1.260697e-02
3.193374e+02,1.448345e-06,1.636492e-30,5.816880e-26,2.293195e-01,7.205003e-26,1.766294e-03,5.557937e-12,1.011833e-04,5.048590e-40,1.522702e-41,3.107452e-34,2.600687e-40,3.569558e-21,3.084029e-03,1.110645e-03,4.340898e-04,5.868651e-25,5.285557e-05,6.323827e-29,5.752314e-27,1.043565e-05,1.046235e-35,3.715787e-08,3.960138e-30,9.775928e-06,6.526682e-25,6.899182e-06,2.656039e-33,8.885381e-10,1.602094e-12,6.427986e-47,6.412017e-46,3.868483e-39,7.337455e-23,1.531934e-38,5.569041e-29,2.765888e-19,1.068000e-12,1.451153e-41,1.068152e-50,2.126094e-24,2.159723e-39,2.329741e-41,1.686920e-28,1.097601e-28,8.161964e-21,3.276922e-28,7.641026e-01,1.000000e-60,1.903306e-22,2.610033e-07,2.733760e-28,2.703915e-12,2.514186e-02
3.331450e+02,2.161668e-06,2.121453e-29,2.170042e-25,2.275648e-01,5.451685e-25,2.636211e-03,9.654514e-12,1.510171e-04,1.000000e-60,2.737237e-42,1.960086e-33,1.138090e-38,1.980184e-20,4.602943e-03,1.657649e-03,6.478832e-04,3.559775e-24,7.888746e-05,6.038794e-28,5.209227e-26,1.557531e-05,1.000000e-60,5.545848e-08,2.627214e-29,1.459067e-05,3.940048e-24,1.029710e-05,1.849561e-32,1.326152e-09,2.391141e-12,3.704103e-45,6.379771e-47,1.735103e-38,1.095122e-22,3.079287e-37,1.006209e-28,4.128115e-19,1.594001e-12,4.676155e-41,3.181327e-37,3.173216e-24,3.250598e-39,1.000000e-60,2.517745e-28,1.638180e-28,1.218181e-20,1.536956e-27,7.626175e-01,1.000000e-60,8.544927e-22,3.895500e-07,1.818428e-27,4.035619e-12,3.752447e-02
3.466278e+02,2.863298e-06,1.880817e-28,6.699726e-25,2.258390e-01,3.188268e-24,3.491865e-03,1.497301e-11,2.000339e-04,1.666162e-39,1.000000e-60,8.872334e-33,2.857260e-39,9.099065e-20,6.096955e-03,2.195684e-03,8.581716e-04,1.577144e-23,1.044926e-04,4.015171e-27,3.476136e-25,2.063071e-05,2.591743e-38,7.345906e-08,1.265731e-28,1.932647e-05,1.733294e-23,1.363930e-05,9.647211e-32,1.756591e-09,3.167252e-12,3.236750e-44,2.401797e-45,6.719540e-38,1.450574e-22,4.117228e-36,1.638085e-28,5.468009e-19,2.111377e-12,1.295948e-40,2.211833e-37,4.203170e-24,4.401418e-39,1.000000e-60,3.334949e-28,2.169897e-28,1.613575e-20,7.194702e-28,7.611568e-01,1.000000e-60,3.214899e-21,5.159892e-07,8.788784e-27,5.345491e-12,4.970407e-02
3.597789e+02,3.552705e-06,1.288866e-27,1.827401e-24,2.241431e-01,1.547341e-23,4.332615e-03,2.185458e-11,2.481968e-04,1.000000e-60,7.795582e-40,3.305800e-32,2.855550e-39,3.624569e-19,7.564942e-03,2.724347e-03,1.064797e-03,5.738574e-23,1.296516e-04,2.103875e-26,1.886638e-24,2.559804e-05,9.892953e-37,9.114607e-08,4.993344e-28,2.397978e-05,6.251735e-23,1.692329e-05,4.264762e-31,2.179532e-09,3.929843e-12,1.000000e-60,1.302880e-44,2.326704e-37,1.799835e-22,4.079704e-35,2.534007e-28,6.784562e-19,2.619742e-12,3.288554e-40,2.569336e-40,5.215184e-24,5.761923e-39,1.437380e-39,4.137917e-28,2.692351e-28,2.002080e-20,3.497073e-29,7.597215e-01,1.000000e-60,1.084940e-20,6.402259e-07,3.479737e-26,6.632545e-12,6.167150e-02
3.726120e+02,4.230448e-06,7.322828e-27,4.568225e-24,2.224760e-01,6.529084e-23,5.159141e-03,3.075899e-11,2.955449e-04,3.786335e-37,1.000000e-60,1.078690e-31,1.304636e-37,1.291897e-18,9.008094e-03,3.244067e-03,1.267926e-03,1.817640e-22,1.543851e-04,9.264004e-26,8.810355e-24,3.048134e-05,3.869023e-35,1.085339e-07,1.716043e-27,2.855436e-05,1.960666e-22,2.015172e-05,1.699157e-30,2.595318e-09,4.679533e-12,2.417573e-44,5.058815e-44,7.373384e-37,2.143186e-22,3.242703e-34,3.817359e-28,8.078842e-19,3.119506e-12,7.881556e-40,1.677985e-37,6.210076e-24,7.695457e-39,1.000000e-60,4.927301e-28,3.205967e-28,2.384014e-20,1.025602e-28,7.583105e-01,1.000000e-60,3.408721e-20,7.623608e-07,1.200564e-25,7.897825e-12,7.343648e-02
3.851459e+02,4.897363e-06,3.631005e-26,1.074337e-23,2.208355e-01,2.488673e-22,5.972461e-03,4.231165e-11,3.421364e-04,1.000000e-60,3.967693e-40,3.201812e-31,5.863145e-37,4.239596e-18,1.042819e-02,3.755482e-03,1.467810e-03,5.188758e-22,1.787233e-04,3.567747e-25,3.693462e-23,3.528661e-05,1.000000e-60,1.256438e-07,5.346582e-27,3.305585e-05,5.538262e-22,2.332856e-05,6.333934e-30,3.004460e-09,5.417244e-12,1.539392e-44,1.960856e-43,2.187574e-36,2.481052e-22,2.179133e-33,5.673569e-28,9.352441e-19,3.611284e-12,1.818247e-39,3.715055e-40,7.189071e-24,1.096465e-38,1.480896e-37,5.704071e-28,3.711375e-28,2.759844e-20,1.153230e-31,7.569221e-01,1.000000e-60,1.022512e-19,8.825441e-07,3.756102e-25,9.142888e-12,8.501346e-02
3.973982e+02,5.554233e-06,1.640484e-25,2.432500e-23,2.192198e-01,8.875228e-22,6.773531e-03,5.737660e-11,3.880263e-04,1.000000e-60,6.919948e-39,8.924329e-31,2.190455e-36,1.317978e-17,1.182689e-02,4.259194e-03,1.664684e-03,1.366266e-21,2.026950e-04,1.235558e-24,1.442887e-22,4.001951e-05,1.133339e-36,1.424961e-07,1.558310e-26,3.748954e-05,1.442832e-21,2.645756e-05,2.274050e-29,3.407440e-09,6.143844e-12,6.208282e-45,6.208860e-43,6.226213e-36,2.813828e-22,1.299720e-32,8.395116e-28,1.060686e-18,4.095656e-12,4.094850e-39,2.062711e-49,8.153322e-24,1.704506e-38,5.090298e-40,6.469143e-28,4.209172e-28,3.130014e-20,9.685019e-33,7.555545e-01,1.000000e-60,2.992684e-19,1.000917e-06,1.099517e-24,1.036920e-11,9.641609e-02
4.093818e+02,6.201619e-06,7.001318e-25,5.437843e-23,2.176273e-01,3.053956e-21,7.563034e-03,7.716508e-11,4.332535e-04,1.380496e-38,1.000000e-60,2.408138e-30,8.244428e-36,3.985193e-17,1.320540e-02,4.755634e-03,1.858715e-03,3.374088e-21,2.263205e-04,3.928572e-24,5.427200e-22,4.468407e-05,2.845003e-35,1.591050e-07,4.379400e-26,4.185922e-05,3.527802e-21,2.954138e-05,8.066575e-29,3.804602e-09,6.859954e-12,1.301663e-46,1.918125e-42,1.739650e-35,3.141800e-22,7.156288e-32,1.244210e-27,1.184317e-18,4.573034e-12,9.100241e-39,1.682336e-50,9.103650e-24,2.881307e-38,7.985091e-39,7.223168e-28,4.699782e-28,3.494839e-20,6.762344e-34,7.542068e-01,1.000000e-60,8.727418e-19,1.117581e-06,3.104038e-24,1.157780e-11,1.076541e-01
