T,H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,Z
2.910000e+02,1.000000e-60,1.000000e-60,1.000000e-60,2.328821e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,7.671179e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,0.000000e+00
3.031520e+02,9.311153e-08,2.188229e-33,4.461609e-28,2.313228e-01,2.369861e-28,7.472912e-04,7.402995e-14,2.204361e-05,1.276909e-37,1.000000e-60,5.576666e-37,2.720100e-38,3.055061e-23,1.617048e-03,4.417452e-04,2.183426e-04,5.037155e-28,1.011703e-05,3.073434e-32,8.685066e-31,2.267239e-06,5.567501e-36,1.575158e-08,6.728183e-33,3.610106e-06,1.082691e-27,2.577971e-06,6.592545e-36,8.075944e-11,4.989305e-13,5.104521e-44,1.000000e-60,1.000000e-60,3.101986e-24,1.031847e-39,1.000000e-60,3.742868e-21,1.789403e-13,1.000000e-60,1.000000e-60,4.035699e-28,3.517706e-45,1.000000e-60,6.623285e-32,3.657429e-31,8.467668e-22,1.000000e-60,7.656115e-01,1.000000e-60,7.845363e-24,6.012864e-07,4.847403e-31,3.020582e-14,1.256060e-02
3.151582e+02,1.857208e-07,3.832614e-32,2.239721e-27,2.297719e-01,2.243888e-27,1.490552e-03,1.733015e-13,4.396832e-05,1.202456e-37,1.000000e-60,6.461365e-36,8.155890e-38,2.250244e-22,3.225373e-03,8.811076e-04,4.355076e-04,5.329535e-27,2.017948e-05,5.015170e-31,1.496147e-29,4.522249e-06,1.457500e-36,3.141820e-08,7.749864e-32,7.200740e-06,1.144782e-26,5.142037e-06,7.720625e-35,1.610833e-10,9.951698e-13,2.571990e-43,8.778336e-45,1.000000e-60,6.187241e-24,1.000000e-60,1.000000e-60,7.465548e-21,3.569153e-13,1.000000e-60,9.818232e-55,8.049630e-28,7.256836e-45,7.599814e-39,1.321084e-31,7.295130e-31,1.688966e-21,1.000000e-60,7.641132e-01,1.000000e-60,4.443418e-23,1.199330e-06,5.593966e-30,6.024870e-14,2.505344e-02
3.269472e+02,2.772708e-07,4.118538e-31,7.965947e-27,2.282387e-01,1.437784e-26,2.225310e-03,3.081464e-13,6.564225e-05,1.000000e-60,1.000000e-60,4.072793e-35,1.000000e-60,1.180298e-21,4.815302e-03,1.315444e-03,6.501885e-04,2.989290e-26,3.012684e-05,4.208842e-30,1.374369e-28,6.751465e-06,1.000000e-60,4.690562e-08,4.704432e-31,1.075030e-05,6.401617e-26,7.676774e-06,4.711251e-34,2.404883e-10,1.485733e-12,1.860326e-42,2.090940e-45,1.000000e-60,9.237206e-24,1.000000e-60,1.000000e-60,1.114565e-20,5.328547e-13,1.958401e-42,2.297299e-53,1.201765e-27,1.225058e-44,1.000000e-60,1.972305e-31,1.089122e-30,2.521532e-21,1.000000e-60,7.626320e-01,1.000000e-60,1.784362e-22,1.790532e-06,3.402418e-29,8.994795e-14,3.740339e-02
3.384794e+02,3.674401e-07,3.184294e-30,2.390515e-26,2.267286e-01,7.444769e-26,2.948988e-03,4.918295e-13,8.698930e-05,1.069814e-36,1.000000e-60,2.302840e-34,1.000000e-60,5.154655e-21,6.381252e-03,1.743231e-03,8.616317e-04,1.253517e-25,3.992417e-05,2.535730e-29,9.317871e-28,8.947061e-06,1.336060e-35,6.215946e-08,2.125819e-30,1.424633e-05,2.671437e-25,1.017328e-05,2.167806e-33,3.186958e-10,1.968898e-12,1.000000e-60,9.804128e-44,5.550868e-40,1.224117e-23,1.000000e-60,1.000000e-60,1.477024e-20,7.061406e-13,1.000000e-60,1.000000e-60,1.592582e-27,2.080713e-44,2.248035e-37,2.613705e-31,1.443308e-30,3.341543e-21,1.000000e-60,7.611732e-01,1.000000e-60,6.065072e-22,2.372818e-06,1.540592e-28,1.191993e-13,4.956708e-02
3.497544e+02,4.562061e-07,1.993543e-29,6.444896e-26,2.252420e-01,3.355556e-25,3.661403e-03,7.431162e-13,1.080041e-04,1.000000e-60,1.000000e-60,8.507123e-34,1.000000e-60,1.996495e-20,7.922832e-03,2.164360e-03,1.069784e-03,4.407548e-25,4.956904e-05,1.243149e-28,5.244022e-27,1.110849e-05,7.067531e-36,7.717591e-08,8.039215e-30,1.768795e-05,9.334935e-25,1.263094e-05,8.478400e-33,3.956862e-10,2.444543e-12,4.671126e-42,1.000000e-60,2.348352e-39,1.519839e-23,5.020173e-37,1.000000e-60,1.833843e-20,8.767297e-13,1.000000e-60,1.000000e-60,1.977318e-27,3.794065e-44,1.000000e-60,3.245122e-31,1.791982e-30,4.148811e-21,1.000000e-60,7.597371e-01,1.000000e-60,1.863563e-21,2.946043e-06,5.838260e-28,1.479954e-13,6.154147e-02
3.607830e+02,5.436369e-07,1.092655e-28,1.617839e-25,2.237778e-01,1.386617e-24,4.363102e-03,1.089662e-12,1.287029e-04,1.000000e-60,5.704198e-37,2.889745e-33,4.128480e-37,7.176059e-20,9.441223e-03,2.579154e-03,1.274806e-03,1.374367e-24,5.906882e-05,5.257090e-28,2.630032e-26,1.323740e-05,1.103557e-35,9.196649e-08,2.700986e-29,2.107781e-05,2.890134e-24,1.505163e-05,2.930365e-32,4.715185e-10,2.913034e-12,1.000000e-60,8.691652e-45,7.450202e-39,1.811112e-23,3.567104e-36,1.000000e-60,2.185295e-20,1.044753e-12,1.000000e-60,1.000000e-60,2.356484e-27,7.280900e-44,3.880240e-37,3.867042e-31,2.135411e-30,4.944604e-21,1.000000e-60,7.583226e-01,1.000000e-60,5.385969e-21,3.510645e-06,1.965896e-27,1.763584e-13,7.333574e-02
3.715756e+02,6.297966e-07,5.537221e-28,3.883282e-25,2.223349e-01,5.475744e-24,5.054599e-03,1.573021e-12,1.491007e-04,1.000000e-60,1.000000e-60,8.625917e-33,3.606707e-37,2.485557e-19,1.093754e-02,2.987918e-03,1.476847e-03,3.928408e-24,6.843049e-05,1.991838e-27,1.238560e-25,1.533537e-05,1.000000e-60,1.065420e-07,8.389074e-29,2.441838e-05,8.199134e-24,1.743712e-05,9.511668e-32,5.462483e-10,3.374713e-12,4.186084e-42,1.000000e-60,2.258129e-38,2.098151e-23,2.384905e-35,1.000000e-60,2.531637e-20,1.210333e-12,1.000000e-60,1.000000e-60,2.730138e-27,1.455940e-43,2.018408e-37,4.479920e-31,2.473846e-30,5.728847e-21,1.000000e-60,7.569287e-01,1.000000e-60,1.513164e-20,4.067038e-06,6.120382e-27,2.043089e-13,8.495854e-02
3.821416e+02,7.147436e-07,2.688774e-27,9.168825e-25,2.209123e-01,2.125241e-23,5.736364e-03,2.257410e-12,1.692114e-04,1.193347e-34,3.474380e-37,2.479655e-32,9.489728e-37,8.520967e-19,1.241280e-02,3.390929e-03,1.676044e-03,1.052696e-23,7.766041e-05,6.946651e-27,5.678174e-25,1.740380e-05,1.000000e-60,1.209124e-07,2.493634e-28,2.771193e-05,2.181522e-23,1.978905e-05,3.025006e-31,6.199264e-10,3.829895e-12,6.127507e-42,1.000000e-60,6.850894e-38,2.381150e-23,1.497162e-34,1.000000e-60,2.873104e-20,1.373583e-12,1.000000e-60,1.000000e-60,3.098533e-27,3.040664e-43,9.949112e-37,5.084172e-31,2.807519e-30,6.502053e-21,1.000000e-60,7.555543e-01,1.000000e-60,4.267434e-20,4.615601e-06,1.824171e-26,2.318662e-13,9.641777e-02
3.924893e+02,7.985292e-07,1.268511e-26,2.198474e-24,2.195091e-01,8.176402e-23,6.408807e-03,3.244630e-12,1.890471e-04,2.518557e-35,6.751097e-37,7.146878e-32,7.163805e-37,2.917700e-18,1.386788e-02,3.788429e-03,1.872518e-03,2.689536e-23,8.676412e-05,2.277694e-26,2.574494e-24,1.944396e-05,1.000000e-60,1.350863e-07,7.357367e-28,3.096045e-05,5.542523e-23,2.210881e-05,9.803123e-31,6.925970e-10,4.278853e-12,1.000000e-60,1.246250e-42,2.076524e-37,2.660279e-23,8.974278e-34,1.000000e-60,3.209903e-20,1.534601e-12,1.000000e-60,3.868773e-52,3.461891e-27,6.585559e-43,8.007927e-37,5.680162e-31,3.136630e-30,7.264687e-21,1.000000e-60,7.541988e-01,1.000000e-60,1.241285e-19,5.156663e-06,5.398601e-26,2.590466e-13,1.077203e-01
