T,H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,Z
2.910000e+02,1.000000e-60,1.000000e-60,1.000000e-60,2.328821e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,7.671179e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,0.000000e+00
3.065757e+02,2.595681e-06,1.180061e-30,1.165101e-25,2.309726e-01,1.026620e-25,9.707507e-04,2.701487e-11,6.248123e-05,6.505088e-42,1.361636e-40,4.514522e-34,1.000000e-60,1.372240e-20,1.413467e-03,6.296452e-04,2.218826e-04,9.627676e-25,4.172503e-05,6.587754e-29,1.096618e-25,8.944720e-06,1.000000e-60,2.341990e-08,4.751690e-30,6.043099e-06,8.400511e-25,4.220587e-06,3.291691e-33,2.194571e-09,1.237689e-12,1.000000e-60,4.225154e-44,5.261247e-37,1.276945e-21,6.840453e-39,1.054417e-26,5.099145e-18,1.571503e-12,1.651054e-38,2.005428e-55,2.131579e-22,5.388665e-36,2.697639e-41,5.022580e-26,1.086107e-26,5.770855e-20,1.000000e-60,7.656656e-01,1.000000e-60,1.318342e-22,3.255385e-08,3.219264e-28,1.874145e-11,1.210953e-02
3.219780e+02,5.180828e-06,2.915616e-29,6.581392e-25,2.290709e-01,1.079854e-24,1.937562e-03,6.137526e-11,1.247089e-04,3.288171e-39,1.000000e-60,5.628480e-33,1.190986e-39,7.613125e-20,2.821198e-03,1.256735e-03,4.428647e-04,1.207271e-23,8.328073e-05,1.425275e-27,1.271012e-24,1.785314e-05,1.000000e-60,4.674475e-08,6.620117e-29,1.206167e-05,1.050785e-23,8.424045e-06,5.091982e-32,4.380236e-09,2.470356e-12,1.000000e-60,5.790203e-43,1.918633e-36,2.548707e-21,2.936859e-37,2.462146e-26,1.017760e-17,3.136627e-12,7.252880e-38,4.020941e-54,4.254506e-22,1.075898e-35,1.000000e-60,1.002478e-25,2.167807e-26,1.151829e-19,1.000000e-60,7.642191e-01,1.000000e-60,8.987365e-22,6.497558e-08,4.497656e-27,3.740685e-11,2.416992e-02
3.371346e+02,7.743347e-06,3.879780e-28,2.546357e-24,2.271858e-01,8.224914e-24,2.895911e-03,1.051560e-10,1.863919e-04,1.000000e-60,7.473429e-40,3.586956e-32,1.768354e-38,3.287561e-19,4.216607e-03,1.878336e-03,6.619125e-04,7.721693e-23,1.244727e-04,1.482580e-26,8.612633e-24,2.668358e-05,1.000000e-60,6.986545e-08,4.663304e-28,1.802757e-05,6.680298e-23,1.259071e-05,4.327560e-31,6.546770e-09,3.692233e-12,1.000000e-60,4.089976e-42,6.015430e-36,3.809338e-21,6.394947e-36,4.382079e-26,1.521160e-17,4.688053e-12,2.287830e-37,1.000000e-60,6.358853e-22,1.609571e-35,1.000000e-60,1.498319e-25,3.240038e-26,1.721542e-19,1.000000e-60,7.627854e-01,1.000000e-60,4.382903e-21,9.711353e-08,3.180127e-26,5.590887e-11,3.612475e-02
3.520016e+02,1.027561e-05,3.651695e-27,8.093732e-24,2.253229e-01,5.020306e-23,3.842944e-03,1.606069e-10,2.473465e-04,1.498906e-38,1.000000e-60,1.661343e-31,8.596982e-38,1.276033e-18,5.595540e-03,2.492598e-03,8.783740e-04,3.574434e-22,1.651783e-04,1.059365e-25,4.667028e-23,3.540976e-05,1.643104e-36,9.271315e-08,2.362901e-27,2.392302e-05,3.065553e-22,1.670818e-05,2.848743e-30,8.687722e-09,4.899683e-12,1.000000e-60,2.122768e-41,1.828460e-35,5.055084e-21,9.350010e-35,7.019912e-26,2.018616e-17,6.221160e-12,6.213138e-37,1.000000e-60,8.438352e-22,2.142069e-35,1.000000e-60,1.988306e-25,4.299609e-26,2.284528e-19,1.000000e-60,7.613685e-01,1.000000e-60,1.825963e-20,1.288720e-07,1.618620e-25,7.419243e-11,4.793842e-02
3.665731e+02,1.277636e-05,2.669875e-26,2.260540e-23,2.234833e-01,2.556737e-22,4.778191e-03,2.305040e-10,3.075426e-04,1.000000e-60,1.000000e-60,6.311723e-31,5.419452e-37,4.586418e-18,6.957312e-03,3.099214e-03,1.092142e-03,1.348503e-21,2.053773e-04,5.897677e-25,2.198028e-22,4.402734e-05,1.000000e-60,1.152765e-07,9.731277e-27,2.974510e-05,1.144297e-21,2.077440e-05,1.598672e-29,1.080203e-08,6.092105e-12,5.733675e-46,9.093804e-41,5.433214e-35,6.285326e-21,1.015300e-33,1.066217e-25,2.509881e-17,7.735187e-12,1.539701e-36,1.000000e-60,1.049197e-21,2.685547e-35,1.000000e-60,2.472194e-25,5.345994e-26,2.840507e-19,1.000000e-60,7.599693e-01,1.000000e-60,6.901965e-20,1.602353e-07,6.699621e-25,9.224844e-11,5.960507e-02
3.808572e+02,1.524666e-05,1.602687e-25,5.759545e-23,2.216660e-01,1.121000e-21,5.702050e-03,3.183663e-10,3.670056e-04,1.000000e-60,9.669014e-39,2.091890e-30,3.037870e-36,1.535872e-17,8.302502e-03,3.698445e-03,1.303306e-03,4.396175e-21,2.450868e-04,2.729817e-24,9.272951e-22,5.253999e-05,1.000000e-60,1.375651e-07,3.468510e-26,3.549629e-05,3.686198e-21,2.479112e-05,7.903120e-29,1.289059e-08,7.270009e-12,1.701999e-45,3.404146e-40,1.563138e-34,7.500588e-21,8.710151e-33,1.571676e-25,2.995164e-17,9.230779e-12,3.582771e-36,1.000000e-60,1.252058e-21,3.275652e-35,1.000000e-60,2.950191e-25,6.379637e-26,3.389717e-19,1.000000e-60,7.585872e-01,1.000000e-60,2.428313e-19,1.912166e-07,2.400871e-24,1.100846e-10,7.112966e-02
3.948619e+02,1.768759e-05,8.222713e-25,1.373769e-22,2.198703e-01,4.347647e-21,6.614926e-03,4.286801e-10,4.257618e-04,1.152804e-37,1.000000e-60,6.287773e-30,1.449152e-35,4.808642e-17,9.631701e-03,4.290552e-03,1.511961e-03,1.281977e-20,2.843243e-04,1.093279e-23,3.563123e-21,6.095145e-05,1.786756e-35,1.595888e-07,1.113443e-25,4.117911e-05,1.061355e-20,2.876008e-05,3.499334e-28,1.495433e-08,8.433909e-12,7.870539e-46,1.152005e-39,4.323007e-34,8.701404e-21,6.177702e-32,2.277081e-25,3.474679e-17,1.070859e-11,7.965174e-36,2.898734e-40,1.452508e-21,4.000222e-35,1.000000e-60,3.422505e-25,7.400993e-26,3.932398e-19,1.000000e-60,7.572215e-01,1.000000e-60,8.043423e-19,2.218296e-07,7.750917e-24,1.277087e-10,8.251724e-02
4.085944e+02,2.010010e-05,3.728834e-24,3.133748e-22,2.180956e-01,1.530205e-20,7.517173e-03,5.673580e-10,4.838338e-04,2.530946e-37,1.000000e-60,1.764685e-29,6.463611e-35,1.419556e-16,1.094542e-02,4.875764e-03,1.718185e-03,3.422237e-20,3.231049e-04,3.894835e-23,1.268286e-20,6.926496e-05,1.714857e-34,1.813560e-07,3.317083e-25,4.679576e-05,2.796717e-20,3.268283e-05,1.410680e-27,1.699403e-08,9.584258e-12,1.257223e-44,3.608902e-39,1.150936e-33,9.888237e-21,3.762353e-31,3.269348e-25,3.948610e-17,1.216920e-11,1.713596e-35,1.562126e-38,1.650624e-21,5.050073e-35,1.000000e-60,3.889320e-25,8.410456e-26,4.468760e-19,6.439123e-31,7.558716e-01,1.000000e-60,2.531061e-18,2.520862e-07,2.322620e-23,1.451276e-10,9.377223e-02
4.220617e+02,2.248510e-05,1.540782e-23,6.976589e-22,2.163411e-01,5.012579e-20,8.409133e-03,7.421775e-10,5.412437e-04,5.674433e-36,9.790582e-38,4.743106e-29,2.894656e-34,3.998782e-16,1.224417e-02,5.454305e-03,1.922059e-03,8.503204e-20,3.614433e-04,1.259948e-22,4.257128e-20,7.748368e-05,1.144636e-33,2.028750e-07,9.411522e-25,5.234838e-05,6.861455e-20,3.656085e-05,5.280210e-27,1.901048e-08,1.072149e-11,7.853800e-44,1.064974e-38,2.971816e-33,1.106154e-20,2.035688e-30,4.678000e-25,4.417137e-17,1.361315e-11,3.602145e-35,1.000000e-60,1.846481e-21,6.795363e-35,9.946471e-38,4.350812e-25,9.408410e-26,4.999006e-19,1.000000e-60,7.545372e-01,1.000000e-60,7.638226e-18,2.819979e-07,6.629404e-23,1.623480e-10,1.048989e-01
