T,H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,Z
2.910000e+02,1.000000e-60,1.000000e-60,1.000000e-60,2.328821e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,7.671179e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,0.000000e+00
3.052161e+02,9.860903e-07,1.051685e-31,1.822730e-26,2.311100e-01,1.043725e-26,8.837100e-04,4.297379e-12,5.369854e-05,1.000000e-60,1.000000e-60,9.252598e-35,5.311693e-38,8.629863e-22,1.479097e-03,5.603792e-04,2.122684e-04,9.819991e-26,2.939981e-05,6.346062e-30,1.123638e-27,5.846119e-06,1.000000e-60,1.896217e-08,5.513124e-31,5.006251e-06,1.007164e-25,3.533863e-06,3.484432e-34,6.240184e-10,8.575866e-13,3.648318e-46,8.159994e-47,2.351536e-39,7.375528e-23,5.752659e-40,9.555430e-29,3.165529e-19,6.664432e-13,2.311232e-41,9.934098e-55,3.855028e-24,8.670516e-39,1.000000e-60,3.799247e-28,1.892302e-28,6.696347e-21,1.000000e-60,7.656560e-01,1.000000e-60,3.599371e-23,9.173787e-08,3.776263e-29,2.543931e-12,1.218922e-02
3.192027e+02,1.962967e-06,2.711162e-30,9.647211e-26,2.293544e-01,1.184837e-25,1.759163e-03,9.781348e-12,1.068954e-04,3.078251e-37,1.000000e-60,5.522801e-34,1.000000e-60,6.009917e-21,2.944374e-03,1.115522e-03,4.225536e-04,1.133679e-24,5.852493e-05,1.215418e-28,1.671238e-26,1.163762e-05,1.000000e-60,3.774717e-08,7.011473e-30,9.965727e-06,1.160788e-24,7.034708e-06,4.589041e-33,1.242206e-09,1.707161e-12,1.354666e-44,1.271945e-46,1.215187e-38,1.468214e-22,2.688506e-38,2.234648e-28,6.301482e-19,1.326660e-12,1.021731e-40,1.000000e-60,7.674037e-24,1.729049e-38,1.195273e-38,7.562997e-28,3.766923e-28,1.333013e-20,1.000000e-60,7.642078e-01,1.000000e-60,2.287231e-22,1.826186e-07,4.812538e-28,5.064094e-12,2.426455e-02
3.328192e+02,2.920630e-06,3.379415e-29,3.507971e-25,2.276333e-01,8.664613e-25,2.617397e-03,1.676279e-11,1.590458e-04,1.820964e-36,3.506711e-37,2.992213e-33,1.000000e-60,3.075256e-20,4.380831e-03,1.659747e-03,6.287026e-04,6.691168e-24,8.707718e-05,1.122750e-27,1.371696e-25,1.731520e-05,4.435908e-34,5.616269e-08,4.520115e-29,1.482765e-05,6.819131e-24,1.046669e-05,3.156749e-32,1.848235e-09,2.540024e-12,1.000000e-60,4.562603e-45,4.923325e-38,2.184504e-22,4.956319e-37,3.974666e-28,9.375753e-19,1.973890e-12,3.188827e-40,1.000000e-60,1.141793e-23,2.583867e-38,3.137455e-37,1.125272e-27,5.604672e-28,1.983343e-20,1.000000e-60,7.627881e-01,1.000000e-60,1.008761e-21,2.717118e-07,3.111118e-27,7.534687e-12,3.610237e-02
3.459877e+02,3.853280e-06,2.845513e-28,1.047544e-24,2.259572e-01,4.845982e-24,3.453215e-03,2.556252e-11,2.098342e-04,5.798582e-36,1.000000e-60,1.426215e-32,4.525053e-37,1.313839e-19,5.779769e-03,2.189756e-03,8.294673e-04,2.857383e-23,1.148837e-04,7.135720e-27,8.348257e-25,2.284449e-05,6.463084e-34,7.409721e-08,2.094428e-28,1.956259e-05,2.892075e-23,1.380904e-05,1.619393e-31,2.438435e-09,3.351134e-12,4.199722e-44,2.448324e-44,1.750689e-37,2.882086e-22,6.114315e-36,6.348454e-28,1.236973e-18,2.604216e-12,8.490138e-40,8.867310e-37,1.506404e-23,3.447800e-38,1.000000e-60,1.484607e-27,7.394421e-28,2.616689e-20,3.460637e-28,7.614054e-01,1.000000e-60,3.702403e-21,3.584780e-07,1.446317e-26,9.940752e-12,4.763100e-02
3.587094e+02,4.760593e-06,1.831758e-27,2.746246e-24,2.243266e-01,2.227150e-23,4.266327e-03,3.658285e-11,2.592429e-04,1.000000e-60,1.000000e-60,5.073457e-32,1.000000e-60,4.881405e-19,7.140704e-03,2.705368e-03,1.024778e-03,9.951467e-23,1.419348e-04,3.542531e-26,4.140243e-24,2.822357e-05,4.965114e-34,9.154453e-08,7.882844e-28,2.416891e-05,9.987939e-23,1.706059e-05,6.998843e-31,3.012602e-09,4.140210e-12,6.435806e-44,8.517199e-44,5.616921e-37,3.560717e-22,5.643236e-35,9.588015e-28,1.528237e-18,3.217418e-12,2.050758e-39,2.017481e-36,1.861109e-23,4.378888e-38,1.000000e-60,1.834180e-27,9.135551e-28,3.232829e-20,9.635916e-28,7.600603e-01,1.000000e-60,1.210568e-20,4.428871e-07,5.463570e-26,1.228145e-11,5.884645e-02
3.710145e+02,5.644328e-06,9.670282e-27,6.560330e-24,2.227383e-01,8.807775e-23,5.058309e-03,5.033898e-11,3.073676e-04,1.000000e-60,1.000000e-60,1.561698e-31,8.842302e-38,1.619383e-18,8.466272e-03,3.207580e-03,1.215013e-03,3.001290e-22,1.682829e-04,1.468633e-25,1.760733e-23,3.346287e-05,1.000000e-60,1.085385e-07,2.566805e-27,2.865551e-05,2.983990e-22,2.022764e-05,2.700742e-30,3.571848e-09,4.908780e-12,1.835670e-44,3.131249e-43,1.652394e-36,4.221713e-22,4.121921e-34,1.402190e-27,1.811932e-18,3.814685e-12,4.637402e-39,1.000000e-60,2.206597e-23,5.515824e-38,1.000000e-60,2.174669e-27,1.083143e-27,3.832957e-20,1.000000e-60,7.587502e-01,1.000000e-60,3.654787e-20,5.251027e-07,1.786060e-25,1.456133e-11,6.977044e-02
3.829336e+02,6.506318e-06,4.393117e-26,1.464134e-23,2.211892e-01,3.103631e-22,5.830802e-03,6.748858e-11,3.543080e-04,1.000000e-60,2.043486e-36,4.358619e-31,2.064294e-36,4.906675e-18,9.759222e-03,3.697435e-03,1.400567e-03,8.121360e-22,1.939827e-04,5.297410e-25,6.657514e-23,3.857325e-05,3.202008e-34,1.251142e-07,7.519843e-27,3.303172e-05,7.993811e-22,2.331676e-05,9.599590e-30,4.117333e-09,5.658438e-12,1.000000e-60,9.941872e-43,4.526656e-36,4.866443e-22,2.504438e-33,2.012937e-27,2.088646e-18,4.397255e-12,1.001032e-38,1.000000e-60,2.543584e-23,7.141638e-38,3.411487e-36,2.506780e-27,1.248559e-27,4.418319e-20,1.000000e-60,7.574723e-01,1.000000e-60,1.041124e-19,6.052951e-07,5.254104e-25,1.678510e-11,8.042563e-02
3.944932e+02,7.348156e-06,1.783761e-25,3.113763e-23,2.196763e-01,1.003895e-21,6.585237e-03,8.888713e-11,4.001512e-04,1.067771e-35,1.000000e-60,1.130265e-30,3.566077e-36,1.387922e-17,1.102195e-02,4.175838e-03,1.581784e-03,2.018499e-21,2.190817e-04,1.709855e-24,2.307204e-22,4.356416e-05,1.000000e-60,1.413025e-07,2.039216e-26,3.730562e-05,1.966519e-21,2.633367e-05,3.211552e-29,4.650065e-09,6.390571e-12,1.000000e-60,2.928258e-42,1.174766e-35,5.496102e-22,1.326346e-32,2.858102e-27,2.358892e-18,4.966207e-12,2.088797e-38,2.755037e-36,2.872693e-23,9.776732e-38,1.000000e-60,2.831126e-27,1.410107e-27,4.989998e-20,2.834781e-28,7.562243e-01,1.000000e-60,2.843982e-19,6.836130e-07,1.430845e-24,1.895689e-11,9.083173e-02
4.057047e+02,8.170332e-06,6.674587e-25,6.422147e-23,2.181987e-01,3.057509e-21,7.322052e-03,1.156239e-10,4.449236e-04,1.000000e-60,1.024296e-35,2.786169e-30,1.109746e-35,3.739338e-17,1.225518e-02,4.643068e-03,1.758768e-03,4.681405e-21,2.435945e-04,5.035999e-24,7.519328e-22,4.843850e-05,1.000000e-60,1.571126e-07,5.237454e-26,4.147971e-05,4.515480e-21,2.928011e-05,1.029155e-28,5.170356e-09,7.105605e-12,3.470829e-43,8.130450e-42,2.937207e-35,6.111054e-22,6.325224e-32,4.034148e-27,2.622825e-18,5.521870e-12,4.251180e-38,1.000000e-60,3.194115e-23,1.432041e-37,6.052523e-36,3.147898e-27,1.567882e-27,5.548324e-20,1.000000e-60,7.550054e-01,1.000000e-60,7.552091e-19,7.601016e-07,3.690848e-24,2.107795e-11,1.009948e-01
