T,H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,Z
2.910000e+02,1.000000e-60,1.000000e-60,1.000000e-60,2.328821e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,7.671179e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,0.000000e+00
3.109440e+02,1.342569e-05,6.159465e-27,8.396056e-24,2.305366e-01,3.907008e-22,1.247076e-03,9.808825e-10,5.015510e-05,3.477411e-40,4.008529e-38,3.146335e-31,6.945861e-37,5.244178e-18,1.273727e-03,8.546774e-04,2.866122e-04,7.509963e-23,6.640277e-05,1.284090e-26,1.483619e-21,1.729407e-05,3.731631e-37,5.605701e-08,6.208508e-28,1.175189e-05,9.942852e-23,7.278629e-06,7.168252e-29,6.236857e-08,4.890961e-12,4.298310e-41,3.155770e-37,1.018090e-30,1.471734e-18,4.202371e-35,3.484115e-22,1.587306e-15,1.274549e-11,7.991708e-32,5.508576e-49,7.376921e-19,2.567115e-30,4.620615e-38,1.870987e-21,4.928635e-23,1.232470e-17,7.136684e-32,7.656349e-01,1.000000e-60,4.078364e-19,1.446906e-08,4.285825e-26,1.055186e-09,1.236513e-02
3.305877e+02,2.675731e-05,8.239400e-26,5.776895e-23,2.282074e-01,2.073773e-21,2.485414e-03,2.220580e-09,9.995860e-05,1.286816e-36,2.929702e-37,4.449821e-30,1.212298e-37,2.508881e-17,2.538529e-03,1.703366e-03,5.712161e-04,1.179591e-21,1.323402e-04,2.523909e-25,1.431480e-20,3.446695e-05,1.494370e-35,1.117212e-07,1.096486e-26,2.342143e-05,1.391082e-21,1.450625e-05,8.578795e-28,1.243001e-07,9.747649e-12,2.731607e-44,3.082406e-36,2.319778e-30,2.933155e-18,1.105616e-33,8.134739e-22,3.163489e-15,2.540167e-11,2.261807e-31,2.324834e-47,1.470215e-18,5.116314e-30,1.962712e-37,3.728863e-21,9.822733e-23,2.456304e-17,1.523697e-31,7.641623e-01,1.000000e-60,1.824741e-18,2.883673e-08,7.601312e-25,2.102978e-09,2.464362e-02
3.497676e+02,3.988288e-05,6.297029e-25,2.593452e-22,2.259143e-01,8.496239e-21,3.704613e-03,3.768563e-09,1.489922e-04,1.000000e-60,1.663887e-36,3.079631e-29,1.859249e-35,8.885199e-17,3.783783e-03,2.538938e-03,8.514213e-04,8.882689e-21,1.972586e-04,2.852504e-24,7.604054e-20,5.137443e-05,3.715103e-37,1.665251e-07,9.242550e-26,3.491061e-05,9.926270e-21,2.162218e-05,5.835562e-27,1.852745e-07,1.452928e-11,2.658473e-40,1.752994e-35,4.263967e-30,4.371990e-18,1.516073e-32,1.440424e-21,4.715311e-15,3.786224e-11,5.330192e-31,4.718426e-46,2.191417e-18,7.626524e-30,1.086458e-36,5.558026e-21,1.464119e-22,3.661223e-17,2.557716e-31,7.627125e-01,1.000000e-60,6.184142e-18,4.298235e-08,6.442018e-24,3.134576e-09,3.673233e-02
3.683719e+02,5.272245e-05,3.898549e-24,9.193734e-22,2.236711e-01,3.214179e-20,4.897246e-03,5.667469e-09,1.969572e-04,1.993933e-35,2.332826e-37,1.495569e-28,1.710778e-34,2.746779e-16,5.001904e-03,3.356303e-03,1.125521e-03,4.595779e-20,2.607625e-04,2.271674e-23,3.113704e-19,6.791350e-05,1.595488e-34,2.201349e-07,5.339865e-25,4.614945e-05,4.969344e-20,2.858305e-05,3.204781e-26,2.449203e-07,1.920672e-11,6.993882e-44,7.901867e-35,7.565267e-30,5.779474e-18,1.557609e-31,2.281817e-21,6.233320e-15,5.005131e-11,1.192978e-30,6.706773e-45,2.896904e-18,1.008420e-29,1.870894e-36,7.347333e-21,1.935466e-22,4.839888e-17,4.066344e-31,7.612943e-01,1.000000e-60,1.852302e-17,5.681974e-08,3.746881e-23,4.143696e-09,4.855765e-02
3.863754e+02,6.525397e-05,2.159602e-23,2.783536e-21,2.214818e-01,1.177719e-19,6.061264e-03,7.965274e-09,2.437712e-04,5.548249e-38,3.898299e-36,5.815523e-28,1.329902e-33,7.835939e-16,6.190798e-03,4.154057e-03,1.393044e-03,1.858895e-19,3.227427e-04,1.376648e-22,1.098968e-18,8.405575e-05,4.930602e-34,2.724584e-07,2.419444e-24,5.711864e-05,1.960735e-19,3.537690e-05,1.576968e-25,3.031350e-07,2.377193e-11,1.793845e-42,3.056601e-34,1.367637e-29,7.153187e-18,1.342078e-30,3.404849e-21,7.714907e-15,6.194793e-11,2.577982e-30,7.590131e-44,3.585464e-18,1.249229e-29,4.878291e-36,9.093708e-21,2.395504e-22,5.990273e-17,6.541989e-31,7.599101e-01,1.000000e-60,5.144664e-17,7.032513e-08,1.711323e-22,5.128604e-09,6.009924e-02
4.038192e+02,7.750083e-05,1.092748e-22,7.562006e-21,2.193422e-01,4.167669e-19,7.198843e-03,1.072376e-08,2.895215e-04,7.152150e-38,1.000000e-60,1.948886e-27,8.723131e-33,2.118348e-15,7.352687e-03,4.933691e-03,1.654491e-03,6.299039e-19,3.833151e-04,6.728160e-22,3.524732e-18,9.983134e-05,6.193212e-33,3.235934e-07,9.281952e-24,6.783867e-05,6.506560e-19,4.201644e-05,7.125189e-25,3.600274e-07,2.823345e-11,1.028284e-40,1.049784e-33,2.560311e-29,8.495698e-18,1.001725e-29,4.900216e-21,9.162839e-15,7.357432e-11,5.382363e-30,7.277706e-43,4.258384e-18,1.487954e-29,1.000000e-60,1.080042e-20,2.845092e-22,7.114528e-17,1.097778e-30,7.585573e-01,1.000000e-60,1.355364e-16,8.352375e-08,6.626985e-22,6.091141e-09,7.137866e-02
4.207862e+02,8.951708e-05,5.044727e-22,1.912147e-20,2.172428e-01,1.401146e-18,8.314999e-03,1.402555e-08,3.344100e-04,1.000000e-60,5.274855e-38,5.915946e-27,5.402654e-32,5.500504e-15,8.492697e-03,5.698643e-03,1.911014e-03,1.869781e-18,4.427468e-04,2.777289e-21,1.056590e-17,1.153099e-04,5.674333e-32,3.737655e-07,3.178425e-23,7.835683e-05,1.896073e-18,4.853095e-05,2.954096e-24,4.158484e-07,3.261095e-11,1.019813e-39,3.275926e-33,4.959396e-29,9.812927e-18,6.534258e-29,6.893975e-21,1.058351e-14,8.498177e-11,1.087702e-29,6.448477e-43,4.918632e-18,1.732540e-29,2.098648e-38,1.247498e-20,3.286214e-22,8.217612e-17,1.943892e-30,7.572300e-01,1.000000e-60,3.430315e-16,9.647383e-08,2.293693e-21,7.035553e-09,8.244569e-02
4.373596e+02,1.013583e-04,2.126783e-21,4.626788e-20,2.151741e-01,4.430279e-18,9.414901e-03,1.797942e-08,3.786444e-04,8.958471e-36,2.394551e-37,1.685579e-26,3.300908e-31,1.382500e-14,9.616104e-03,6.452456e-03,2.163802e-03,5.012108e-18,5.013130e-04,1.002657e-20,3.010054e-17,1.305630e-04,4.293507e-31,4.232069e-07,1.009037e-22,8.872181e-05,5.000559e-18,5.495059e-05,1.123224e-23,4.708565e-07,3.692470e-11,5.834602e-39,9.465395e-33,9.863659e-29,1.111097e-17,3.757523e-28,9.564455e-21,1.198348e-14,9.622310e-11,2.137486e-29,2.325411e-34,5.569266e-18,2.001178e-29,7.226540e-38,1.412517e-20,3.720912e-22,9.304631e-17,3.635299e-30,7.559221e-01,1.000000e-60,8.412569e-16,1.092353e-07,7.368882e-21,7.966211e-09,9.335154e-02
4.535833e+02,1.130538e-04,8.222538e-21,1.091500e-19,2.131308e-01,1.313388e-17,1.050126e-02,2.271543e-08,4.223338e-04,2.792033e-35,1.192772e-35,4.614922e-26,1.995945e-30,3.370202e-14,1.072568e-02,7.196987e-03,2.413477e-03,1.237849e-17,5.591582e-04,3.243283e-20,8.211668e-17,1.456283e-04,2.829064e-30,4.720396e-07,3.045116e-22,9.895919e-05,1.217963e-17,6.129119e-05,3.927322e-23,5.251874e-07,4.118534e-11,2.760196e-38,2.566678e-32,1.991789e-28,1.239304e-17,1.923511e-27,1.315664e-20,1.336622e-14,1.073260e-10,4.101414e-29,1.000000e-60,6.211888e-18,2.331420e-29,2.258146e-37,1.575503e-20,4.150258e-22,1.037827e-16,5.292034e-30,7.546302e-01,1.000000e-60,2.004993e-15,1.218397e-07,2.252298e-20,8.885412e-09,1.041231e-01
